2013-05-09,42.110001000000004
2013-05-10,42.389998999999996
2013-05-13,43.32
2013-05-14,44.43
2013-05-15,45.5
2013-05-16,45.849998
2013-05-17,45.52
2013-05-20,45.380001
2013-05-21,45.049999
2013-05-22,44.650002
2013-05-23,45.0
2013-05-24,45.029999
2013-05-28,45.43
2013-05-29,44.470001
2013-05-30,44.25
2013-05-31,44.040001000000004
2013-06-03,44.580002
2013-06-04,43.189999
2013-06-05,42.849998
2013-06-06,43.23
2013-06-07,42.970001
2013-06-10,43.639998999999996
2013-06-11,43.950001
2013-06-12,43.0
2013-06-13,42.900002
2013-06-14,43.09
2013-06-17,43.529999
2013-06-18,43.889998999999996
2013-06-19,43.790001000000004
2013-06-20,43.34
2013-06-21,44.189999
2013-06-24,43.32
2013-06-25,43.0
2013-06-26,42.02
2013-06-27,42.330002
2013-06-28,42.560001
2013-07-01,42.950001
2013-07-02,43.060001
2013-07-03,43.619999
2013-07-05,43.240002000000004
2013-07-08,43.93
2013-07-09,43.689999
2013-07-10,43.610001000000004
2013-07-11,43.27
2013-07-12,43.5
2013-07-15,43.650002
2013-07-16,43.740002000000004
2013-07-17,43.830002
2013-07-18,44.040001000000004
2013-07-19,44.07
2013-07-22,44.57
2013-07-23,44.32
2013-07-24,43.52
2013-07-25,43.48
2013-07-26,43.27
2013-07-29,43.470001
2013-07-30,43.389998999999996
2013-07-31,44.849998
2013-08-01,46.290001000000004
2013-08-02,45.220001
2013-08-05,45.330002
2013-08-06,45.950001
2013-08-07,45.540001000000004
2013-08-08,45.380001
2013-08-09,45.639998999999996
2013-08-12,45.580002
2013-08-13,45.380001
2013-08-14,45.299999
2013-08-15,44.75
2013-08-16,44.16
2013-08-19,44.32
2013-08-20,44.290001000000004
2013-08-21,44.0
2013-08-22,43.66
2013-08-23,43.529999
2013-08-26,43.43
2013-08-27,43.119999
2013-08-28,43.98
2013-08-29,43.900002
2013-08-30,43.259997999999996
2013-09-03,43.099998
2013-09-04,43.23
2013-09-05,43.189999
2013-09-06,42.82
2013-09-09,43.150002
2013-09-10,43.77
2013-09-11,43.73
2013-09-12,44.470001
2013-09-13,44.369999
2013-09-16,44.450001
2013-09-17,44.77
2013-09-18,45.09
2013-09-19,44.0
2013-09-20,44.720001
2013-09-23,44.860001000000004
2013-09-24,44.759997999999996
2013-09-25,44.689999
2013-09-26,45.099998
2013-09-27,44.93
2013-09-30,44.880001
2013-10-01,44.669998
2013-10-02,44.040001000000004
2013-10-03,43.25
2013-10-04,43.98
2013-10-07,42.549999
2013-10-08,41.580002
2013-10-09,42.220001
2013-10-10,42.57
2013-10-11,42.23
2013-10-14,42.02
2013-10-15,41.990002000000004
2013-10-16,43.119999
2013-10-17,43.529999
2013-10-18,43.93
2013-10-21,43.98
2013-10-22,44.110001000000004
2013-10-23,43.810001
2013-10-24,44.549999
2013-10-25,44.310001
2013-10-28,43.900002
2013-10-29,43.77
2013-10-30,43.380001
2013-10-31,41.990002000000004
2013-11-01,43.43
2013-11-04,44.200001
2013-11-05,44.09
2013-11-06,44.0
2013-11-07,44.049999
2013-11-08,44.09
2013-11-11,43.98
2013-11-12,44.139998999999996
2013-11-13,44.369999
2013-11-14,43.970001
2013-11-15,43.98
2013-11-18,43.310001
2013-11-19,42.860001000000004
2013-11-20,42.880001
2013-11-21,43.25
2013-11-22,43.110001000000004
2013-11-25,42.700001
2013-11-26,43.0
2013-11-27,42.990002000000004
2013-11-29,43.189999
2013-12-02,42.790001000000004
2013-12-03,42.349998
2013-12-04,41.939999
2013-12-05,41.869999
2013-12-06,42.029999
2013-12-09,42.740002000000004
2013-12-10,43.73
2013-12-11,43.77
2013-12-12,45.07
2013-12-13,44.970001
2013-12-16,45.150002
2013-12-17,45.220001
2013-12-18,45.68
2013-12-19,45.16
2013-12-20,45.419998
2013-12-23,46.200001
2013-12-24,46.400002
2013-12-26,46.48
2013-12-27,46.400002
2013-12-30,46.450001
2013-12-31,46.34
2014-01-02,45.799999
2014-01-03,46.290001000000004
2014-01-06,46.029999
2014-01-07,46.790001000000004
2014-01-08,47.419998
2014-01-09,47.84
2014-01-10,48.610001000000004
2014-01-13,49.16
2014-01-14,49.0
2014-01-15,49.5
2014-01-16,49.779999
2014-01-17,48.98
2014-01-21,48.150002
2014-01-22,48.009997999999996
2014-01-23,47.740002000000004
2014-01-24,46.209998999999996
2014-01-27,46.540001000000004
2014-01-28,47.299999
2014-01-29,46.43
2014-01-30,47.700001
2014-01-31,47.630001
2014-02-03,46.43
2014-02-04,46.610001000000004
2014-02-05,48.369999
2014-02-06,49.0
2014-02-07,48.23
2014-02-10,48.610001000000004
2014-02-11,49.150002
2014-02-12,49.439999
2014-02-13,52.200001
2014-02-14,53.150002
2014-02-18,53.77
2014-02-19,54.939999
2014-02-20,54.540001000000004
2014-02-21,53.93
2014-02-24,53.630001
2014-02-25,53.259997999999996
2014-02-26,53.619999
2014-02-27,53.5
2014-02-28,54.150002
2014-03-03,52.869999
2014-03-04,54.060001
2014-03-05,54.119999
2014-03-06,54.48
2014-03-07,54.110001000000004
2014-03-10,54.299999
2014-03-11,52.810001
2014-03-12,52.82
2014-03-13,51.240002000000004
2014-03-14,52.169998
2014-03-17,52.450001
2014-03-18,52.959998999999996
2014-03-19,52.720001
2014-03-20,52.919998
2014-03-21,51.02
2014-03-24,50.439999
2014-03-25,49.799999
2014-03-26,50.009997999999996
2014-03-27,50.060001
2014-03-28,49.970001
2014-03-31,50.77
2014-04-01,51.110001000000004
2014-04-02,51.07
2014-04-03,50.939999
2014-04-04,50.110001000000004
2014-04-07,49.709998999999996
2014-04-08,51.049999
2014-04-09,51.34
2014-04-10,51.400002
2014-04-11,50.279999
2014-04-14,50.549999
2014-04-15,50.669998
2014-04-16,50.599998
2014-04-17,50.220001
2014-04-21,50.68
2014-04-22,49.950001
2014-04-23,49.470001
2014-04-24,49.939999
2014-04-25,49.389998999999996
2014-04-28,47.52
2014-04-29,47.580002
2014-04-30,47.130001
2014-05-01,48.759997999999996
2014-05-02,47.32
2014-05-05,46.990002000000004
2014-05-06,46.75
2014-05-07,47.349998
2014-05-08,46.990002000000004
2014-05-09,47.540001000000004
2014-05-12,47.869999
2014-05-13,47.5
2014-05-14,47.759997999999996
2014-05-15,49.220001
2014-05-16,49.599998
2014-05-19,49.810001
2014-05-20,50.400002
2014-05-21,50.639998999999996
2014-05-22,50.889998999999996
2014-05-23,51.240002000000004
2014-05-27,51.259997999999996
2014-05-28,50.869999
2014-05-29,50.869999
2014-05-30,50.98
2014-06-02,51.099998
2014-06-03,51.439999
2014-06-04,52.630001
2014-06-05,52.810001
2014-06-06,52.990002000000004
2014-06-09,52.98
2014-06-10,52.669998
2014-06-11,52.34
2014-06-12,52.139998999999996
2014-06-13,51.610001000000004
2014-06-16,51.049999
2014-06-17,51.25
2014-06-18,51.25
2014-06-19,52.93
2014-06-20,53.330002
2014-06-23,52.950001
2014-06-24,52.880001
2014-06-25,52.689999
2014-06-26,52.279999
2014-06-27,51.919998
2014-06-30,53.290001000000004
2014-07-01,53.560001
2014-07-02,54.419998
2014-07-03,54.959998999999996
2014-07-07,55.299999
2014-07-08,54.919998
2014-07-09,55.049999
2014-07-10,55.549999
2014-07-11,55.389998999999996
2014-07-14,55.02
2014-07-15,55.099998
2014-07-16,54.900002
2014-07-17,54.48
2014-07-18,55.209998999999996
2014-07-21,55.27
2014-07-22,54.970001
2014-07-23,55.0
2014-07-24,54.84
2014-07-25,54.990002000000004
2014-07-28,54.799999
2014-07-29,55.939999
2014-07-30,56.82
2014-07-31,54.93
2014-08-01,55.040001000000004
2014-08-04,55.41
2014-08-05,55.529999
2014-08-06,55.060001
2014-08-07,55.759997999999996
2014-08-08,55.849998
2014-08-11,55.939999
2014-08-12,56.099998
2014-08-13,56.389998999999996
2014-08-14,57.169998
2014-08-15,57.02
2014-08-18,57.080002
2014-08-19,56.130001
2014-08-20,56.049999
2014-08-21,56.34
2014-08-22,55.740002000000004
2014-08-25,55.490002000000004
2014-08-26,55.849998
2014-08-27,56.759997999999996
2014-08-28,56.360001000000004
2014-08-29,56.119999
2014-09-02,55.880001
2014-09-03,55.98
2014-09-04,56.27
2014-09-05,55.689999
2014-09-08,55.959998999999996
2014-09-09,55.540001000000004
2014-09-10,56.5
2014-09-11,58.669998
2014-09-12,57.57
2014-09-15,57.25
2014-09-16,57.16
2014-09-17,56.220001
2014-09-18,57.0
2014-09-19,57.32
2014-09-22,56.290001000000004
2014-09-23,55.759997999999996
2014-09-24,56.98
